CAS Number,Chemical Name,SMILES,Species Scientific Name,Species Common Name,Species Sub Phylum,Effect,Organism Lifestage,Exposure Duration Mean (Days),Conc 1 Mean (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Units (Standardized)
13943-58-3,Tetrapotassium hexakis(cyanido-kappaC)ferrate(4-),N#[C-]->[Fe+2](<-[C-]#N)(<-[C-]#N)(<-[C-]#N)(<-[C-]#N)<-[C-]#N.[K+].[K+].[K+].[K+],Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,4,867.0,>,AI mg/L
25265-71-8,Dipropylene glycol,*C.*C.OCCOCCO,Carassius auratus,Goldfish,Vertebrata,Mortality,Not reported,1,5000.0,>,AI mg/L
25322-69-4,"alpha-Hydro-omega-hydroxypoly[oxy(methyl-1,2-ethanediyl)]",*C.OCCO,Menidia beryllina,Inland Silverside,Vertebrata,Mortality,Not reported,4,650.0,,AI mg/L
25322-69-4,"alpha-Hydro-omega-hydroxypoly[oxy(methyl-1,2-ethanediyl)]",*C.OCCO,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,4,1700.0,,AI mg/L
25322-69-4,"alpha-Hydro-omega-hydroxypoly[oxy(methyl-1,2-ethanediyl)]",*C.OCCO,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Fingerling,NR,10000.0,>,AI mg/L
35554-44-0,"1-[2-(2,4-Dichlorophenyl)-2-(2-propenyloxy)ethyl]-1H-imidazole",C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not coded,4,3.99,,AI mg/L
35554-44-0,"1-[2-(2,4-Dichlorophenyl)-2-(2-propenyloxy)ethyl]-1H-imidazole",C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not coded,4,1.48,,AI mg/L
35554-44-0,"1-[2-(2,4-Dichlorophenyl)-2-(2-propenyloxy)ethyl]-1H-imidazole",C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not coded,4,2.0,,AI mg/L
43121-43-3,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Gobiocypris rarus,Chinese Rare Minnow,Vertebrata,Mortality,Embryo,4,14.2,,AI mg/L
43121-43-3,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,1,47.2,,AI mg/L
43121-43-3,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not coded,4,10.0,,AI mg/L
43121-43-3,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Juvenile,4,11.0,,AI mg/L
43121-43-3,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Juvenile,4,15.0,,AI mg/L
43121-43-3,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not coded,4,16.0,,AI mg/L
43121-43-3,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,4.9167,19.68,,AI mg/L
43121-43-3,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Adult,4,9.41,,AI mg/L
43121-43-3,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not coded,4,24.7,,AI mg/L
43121-43-3,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not coded,4,28.0,,AI mg/L
43121-43-3,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not coded,4,22.9,,AI mg/L
43121-43-3,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not coded,4,4.1,,AI mg/L
43121-43-3,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not coded,4,14.0,,AI mg/L
55219-65-3,"beta-(4-Chlorophenoxy)-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol",CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,Leuciscus idus,"Ide, Silver Or Golden Orfe",Vertebrata,Mortality,Not coded,4,17.4,,AI mg/L
55219-65-3,"beta-(4-Chlorophenoxy)-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol",CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,4,15.0,,AI mg/L
55219-65-3,"beta-(4-Chlorophenoxy)-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol",CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,Carassius auratus,Goldfish,Vertebrata,Mortality,Not reported,4,50.0,<,AI mg/L
55219-65-3,"beta-(4-Chlorophenoxy)-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol",CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,4.9167,59.15,,AI mg/L
55219-65-3,"beta-(4-Chlorophenoxy)-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol",CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,4,23.5,,AI mg/L
55219-65-3,"beta-(4-Chlorophenoxy)-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol",CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,4,14.0,,AI mg/L
58842-20-9,"Tetrahydro-2-(nitromethylene)-2H-1,3-thiazine",O=[N+]([O-])/C=C1/NCCCS1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not coded,4,142.0,,AI mg/L
58842-20-9,"Tetrahydro-2-(nitromethylene)-2H-1,3-thiazine",O=[N+]([O-])/C=C1/NCCCS1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not coded,4,117.0,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Labeo rohita,Rohu,Vertebrata,Mortality,Fingerling,4,8.9,,ul/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Phoxinus phoxinus,Minnow,Vertebrata,Mortality,Not reported,NR,1.8,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Rutilus rutilus,Roach,Vertebrata,Mortality,Not reported,NR,1.8,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Clarias batrachus,Walking Catfish,Vertebrata,Mortality,Fingerling,4,1.4,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Clarias batrachus,Walking Catfish,Vertebrata,Mortality,Fingerling,4,1.28,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Clarias batrachus,Walking Catfish,Vertebrata,Mortality,Adult,4,2.79,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Clarias batrachus,Walking Catfish,Vertebrata,Mortality,Adult,4,2.59,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Clarias batrachus,Walking Catfish,Vertebrata,Mortality,Adult,4,2.35,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Clarias batrachus,Walking Catfish,Vertebrata,Mortality,Fingerling,4,1.1,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Clarias batrachus,Walking Catfish,Vertebrata,Mortality,Adult,4,2.39,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,2,18.4,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,2,21.3,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Salmo trutta,Brown Trout,Vertebrata,Mortality,Not reported,NR,1.2,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,2,21.6,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,5,12.9,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Salmo trutta,Brown Trout,Vertebrata,Mortality,Not reported,NR,1.2,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Not reported,4,4.87,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not coded,4,3.5,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,4,5.5,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Cyprinus carpio,Common Carp,Vertebrata,Mortality,Juvenile,4,21.0,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Cyprinus carpio,Common Carp,Vertebrata,Mortality,Not reported,4,46.0,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Salmo trutta,Brown Trout,Vertebrata,Mortality,Not reported,4,3.39,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,4,9.8,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Leiostomus xanthurus,Spot,Vertebrata,Mortality,Not reported,4,2.2,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Cyprinus carpio,Common Carp,Vertebrata,Mortality,Not reported,4,5.7,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Leiostomus xanthurus,Spot,Vertebrata,Mortality,Not reported,4,3.9,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not coded,4,1.3,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,4.9167,6.47,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,2,20.4,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not coded,4,5.2,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,4,5.04,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Juvenile,4,13.2,,AI mg/L
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Juvenile,4,8.4,,AI mg/L
60207-93-4,"1-[[2-(2,4-Dichlorophenyl)-4-ethyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,4.9167,17.61,,AI mg/L
66246-88-6,"1-[2-(2,4-Dichlorophenyl)pentyl]-1H-1,2,4-triazole",CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,4.9167,2.73,,AI mg/L
68694-11-1,1-[(1E)-1-[[4-Chloro-2-(trifluoromethyl)phenyl]imino]-2-propoxyethyl]-1H-imidazole,CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1,Gobiocypris rarus,Chinese Rare Minnow,Vertebrata,Mortality,Egg,3,7.11,,AI mg/L
68694-11-1,1-[(1E)-1-[[4-Chloro-2-(trifluoromethyl)phenyl]imino]-2-propoxyethyl]-1H-imidazole,CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1,Cyprinodon variegatus,Sheepshead Minnow,Vertebrata,Mortality,Not coded,4,1.4,,AI mg/L
68694-11-1,1-[(1E)-1-[[4-Chloro-2-(trifluoromethyl)phenyl]imino]-2-propoxyethyl]-1H-imidazole,CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not coded,4,1.2,,AI mg/L
76674-21-0,"alpha-(2-Fluorophenyl)-alpha-(4-fluorophenyl)-1H-1,2,4-triazole-1-ethanol",OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,Cyprinodon variegatus,Sheepshead Minnow,Vertebrata,Mortality,Not coded,4,72.2,>,AI mg/L
76674-21-0,"alpha-(2-Fluorophenyl)-alpha-(4-fluorophenyl)-1H-1,2,4-triazole-1-ethanol",OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not coded,4,33.0,,AI mg/L
76674-21-0,"alpha-(2-Fluorophenyl)-alpha-(4-fluorophenyl)-1H-1,2,4-triazole-1-ethanol",OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,4.9167,55.97,,AI mg/L
76674-21-0,"alpha-(2-Fluorophenyl)-alpha-(4-fluorophenyl)-1H-1,2,4-triazole-1-ethanol",OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not coded,4,20.0,,AI mg/L
76674-21-0,"alpha-(2-Fluorophenyl)-alpha-(4-fluorophenyl)-1H-1,2,4-triazole-1-ethanol",OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not coded,4,7.8,,AI mg/L
76674-21-0,"alpha-(2-Fluorophenyl)-alpha-(4-fluorophenyl)-1H-1,2,4-triazole-1-ethanol",OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not coded,4,61.3,,AI mg/L
79983-71-4,"alpha-Butyl-alpha-(2,4-dichlorophenyl)-1H-1,2,4-triazole-1-ethanol",CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,Gibelion catla,Catla,Vertebrata,Mortality,Adult,4,8.34,,AI mg/L
79983-71-4,"alpha-Butyl-alpha-(2,4-dichlorophenyl)-1H-1,2,4-triazole-1-ethanol",CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,Gibelion catla,Catla,Vertebrata,Mortality,Adult,4,18.23,,AI mg/L
79983-71-4,"alpha-Butyl-alpha-(2,4-dichlorophenyl)-1H-1,2,4-triazole-1-ethanol",CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not coded,4,5.1,,AI mg/L
79983-71-4,"alpha-Butyl-alpha-(2,4-dichlorophenyl)-1H-1,2,4-triazole-1-ethanol",CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,Cyprinodon variegatus,Sheepshead Minnow,Vertebrata,Mortality,Not coded,4,5.6,,AI mg/L
79983-71-4,"alpha-Butyl-alpha-(2,4-dichlorophenyl)-1H-1,2,4-triazole-1-ethanol",CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,4.9167,5.97,,AI mg/L
79983-71-4,"alpha-Butyl-alpha-(2,4-dichlorophenyl)-1H-1,2,4-triazole-1-ethanol",CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not coded,4,6.7,>,AI mg/L
79983-71-4,"alpha-Butyl-alpha-(2,4-dichlorophenyl)-1H-1,2,4-triazole-1-ethanol",CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not coded,4,3.8,,AI mg/L
83657-22-1,"(betaE)-beta-[(4-Chlorophenyl)methylene]-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol",CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1)n1cncn1,Misgurnus anguillicaudatus,Oriental Weatherfish,Vertebrata,Mortality,Not reported,NR,13.0,,AI mg/L
83657-22-1,"(betaE)-beta-[(4-Chlorophenyl)methylene]-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol",CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1)n1cncn1,Misgurnus anguillicaudatus,Oriental Weatherfish,Vertebrata,Mortality,Not reported,NR,650.0,,AI mg/L
83657-22-1,"(betaE)-beta-[(4-Chlorophenyl)methylene]-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol",CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1)n1cncn1,Cyprinus carpio,Common Carp,Vertebrata,Mortality,Not reported,NR,7.5,,AI mg/L
83657-22-1,"(betaE)-beta-[(4-Chlorophenyl)methylene]-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol",CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1)n1cncn1,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Not reported,NR,10.0,,AI mg/L
83657-22-1,"(betaE)-beta-[(4-Chlorophenyl)methylene]-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol",CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1)n1cncn1,Cyprinus carpio,Common Carp,Vertebrata,Mortality,Not reported,NR,350.0,,AI mg/L
83657-22-1,"(betaE)-beta-[(4-Chlorophenyl)methylene]-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol",CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1)n1cncn1,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Not reported,NR,580.0,,AI mg/L
83657-24-3,"(betaE)-beta-[(2,4-Dichlorophenyl)methylene]-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol",CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,4.9167,4.06,,AI mg/L
85509-19-9,"1-[[Bis(4-fluorophenyl)methylsilyl]methyl]-1H-1,2,4-triazole",C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,Gobiocypris rarus,Chinese Rare Minnow,Vertebrata,Mortality,Egg,3,11.67,,AI mg/L
85509-19-9,"1-[[Bis(4-fluorophenyl)methylsilyl]methyl]-1H-1,2,4-triazole",C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,4.9167,28.91,,AI mg/L
86386-73-4,"alpha-(2,4-Difluorophenyl)-alpha-(1H-1,2,4-triazol-1-ylmethyl)-1H-1,2,4-triazole-1-ethanol",OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,Gobiocypris rarus,Chinese Rare Minnow,Vertebrata,Mortality,Egg,3,4.91,,AI mg/L
86386-73-4,"alpha-(2,4-Difluorophenyl)-alpha-(1H-1,2,4-triazol-1-ylmethyl)-1H-1,2,4-triazole-1-ethanol",OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Larva,4,100.0,>,AI mg/L
88671-89-0,"alpha-Butyl-alpha-(4-chlorophenyl)-1H-1,2,4-triazole-1-propanenitrile",CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,Gobiocypris rarus,Chinese Rare Minnow,Vertebrata,Mortality,Egg,3,6.61,,AI mg/L
88671-89-0,"alpha-Butyl-alpha-(4-chlorophenyl)-1H-1,2,4-triazole-1-propanenitrile",CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,4.9167,15.55,,AI mg/L
